Description,List_Price,Model,Milleage,Gear_Type,Location,Price,Mileage,Year,State,Brand,Origin,Engine_L
"2019 BMW X3 2.0 xDrive30i M Sport SUV - M-SPORT WTY 2025 ,CRYSTAL WHITE IN COLOUR,FULL LEATHER SEAT IN BROWN COLOUR,REVERSE CAMERA,ONE OF DOCTOR OWNER","RM 168,500",BMW X3,70 - 75K KM,Automatic,"Kuala Lumpur, Batu Caves / Selayang",168500.0,72500.0,2019.0,Kuala Lumpur,BMW,Continental,2.0
2013 Honda City 1.5 S i-VTEC Sedan - FULL CAR LEATHER SEAT CAR KING 1 OWNER NO PLATE CANTIK,"RM 27,999",Honda City,95 - 100K KM,Automatic,"Selangor, Puchong",27999.0,97500.0,2013.0,Selangor,Honda,Asian,1.5
"2020 Perodua Myvi 1.5 H Hatchback - (A) SEMUA MASALAH BOLEH BUAT LOAN KEDAI SINI - CCRIS CTOS , BLACKLIST , NO DOCUMENT , AKPK , SAA - ALL PROBLEM CAN APPLY LOAN HERE","RM 39,800",Perodua Myvi,65 - 70K KM,Automatic,"Kuala Lumpur, Batu Caves / Selayang",39800.0,67500.0,2020.0,Kuala Lumpur,Perodua,Asian,1.5
2018 BMW 318i 1.5 Luxury Sedan - (A) 1 OWNER FULL SERVICE RECORD NO PROCESSING CHARGE,"RM 83,800",BMW 318i,70 - 75K KM,Automatic,"Kuala Lumpur, Cheras",83800.0,72500.0,2018.0,Kuala Lumpur,BMW,Continental,1.5
2014 Peugeot 2008 1.6 VTi SUV - NO PROCESSING CHARGE,"RM 20,800",Peugeot 2008,120 - 125K KM,Automatic,"Kuala Lumpur, Cheras",20800.0,122500.0,2014.0,Kuala Lumpur,Peugeot,Continental,1.6
2018 Mazda CX-5 2.2 SKYACTIV-D GLS SUV - SKYACTIV-D GL(A) 6 months free installment 5 Day Money back Guarantee,"RM 80,800",Mazda CX-5,60 - 65K KM,Automatic,"Kuala Lumpur, Setapak",80800.0,62500.0,2018.0,Kuala Lumpur,Mazda,Asian,2.2
2015 Mercedes-Benz E250 2.0 AMG Sport Package Sedan - AMG Sport (A) 1 OWNER NO PROCESSING CHARGE,"RM 97,800",Mercedes-Benz E250,85 - 90K KM,Automatic,"Kuala Lumpur, Cheras",97800.0,87500.0,2015.0,Kuala Lumpur,Mercedes-Benz,Continental,2.0
2018 Mercedes-Benz C200 2.0 AMG Line Sedan - (A) WARRANTY 1 YEAR - PUSH START BUTTON - ELECTRICAL SPORT LEATHER SEAT - PADDLE SHIFT - LED AUTO LAMP,"RM 133,800",Mercedes-Benz C200,130 - 135K KM,Automatic,"Kuala Lumpur, Batu Caves / Selayang",133800.0,132500.0,2018.0,Kuala Lumpur,Mercedes-Benz,Continental,2.0
2014 Perodua AXIA 1.0 SE Hatchback - (Percuma Warranty)(Percuma SIap Tukar Nama)(Tahun Dibuat )( GEAR-UP Auto)(1 Lady Owner)(Special Edition)(Warna Perak),"RM 24,800",Perodua AXIA,55 - 60K KM,Automatic,"Selangor, Banting",24800.0,57500.0,2014.0,Selangor,Perodua,Asian,1.0
2013 Proton Saga 1.3 FLX Executive Sedan - (FreeWarranty)(FreeSiapTkrNama)(TahunDibuat)( )(BROWN)(FullBodykits)(SportRims)(LowMileage)(1 Owner)(SRS Airbag),"RM 14,800",Proton Saga,95 - 100K KM,Automatic,"Selangor, Banting",14800.0,97500.0,2013.0,Selangor,Proton,Asian,1.3
"2014 Proton Inspira 2.0 Premium Sedan - (A) SEMUA MASALAH BOLEH BUAT LOAN KEDAI - CCRIS CTOS , BLACKLIST , AKPK , NO DOCUMENT , SAA - ALL PROBLEM CAN APPLY LOAN","RM 26,800",Proton Inspira,90 - 95K KM,Automatic,"Kuala Lumpur, Batu Caves / Selayang",26800.0,92500.0,2014.0,Kuala Lumpur,Proton,Asian,2.0
2015 Honda CR-V 2.0 i-VTEC SUV - AUTO (FACELIFT MODEL),"RM 60,800",Honda CR-V,100 - 105K KM,Automatic,"Selangor, Petaling Jaya",60800.0,102500.0,2015.0,Selangor,Honda,Asian,2.0
"2018 Toyota Vellfire 3.5 VL MPV - MODELLISTA WTY 2025 , CRYSTAL WHITE IN COLOUR,FULL LEATHER SEAT,POWER BOOT,SUN MOON ROOF,ONE OF VIP OWNER","RM 198,500",Toyota Vellfire,85 - 90K KM,Automatic,"Kuala Lumpur, Batu Caves / Selayang",198500.0,87500.0,2018.0,Kuala Lumpur,Toyota,Asian,3.5
2014 Hyundai Sonata 2.0 Elegance Sedan - EXECUTIVE (A) NEW FACELIFT 1 OWNER NO PROCESSING CHARGE,"RM 29,800",Hyundai Sonata,120 - 125K KM,Automatic,"Kuala Lumpur, Cheras",29800.0,122500.0,2014.0,Kuala Lumpur,Hyundai,Asian,2.0
"2015 Mercedes-Benz E300 2.1 BlueTEC Sedan - HYBRID TURBO DIESEL , SUNROOF, REAR MONITOR, KEYLESS PUSH START, POWER BOOT,","RM 59,999",Mercedes-Benz E300,85 - 90K KM,Automatic,"Selangor, Puchong",59999.0,87500.0,2015.0,Selangor,Mercedes-Benz,Continental,2.1
"2015 Perodua Alza 1.5 Advance MPV - FULL CAR LETHER SEAT, ROOF TOP MONITOR, REVERSE CAMERA RAMADHAN SALE","RM 37,999",Perodua Alza,85 - 90K KM,Automatic,"Selangor, Puchong",37999.0,87500.0,2015.0,Selangor,Perodua,Asian,1.5
2014 BMW 528i 2.0 M Sport Sedan - ORIGINAL TIP TOP EASY LOAN,"RM 85,999",BMW 528i,85 - 90K KM,Automatic,"Johor, Skudai",85999.0,87500.0,2014.0,Johor,BMW,Continental,2.0
2018 Kia Cerato 1.6 K3 Sedan - PADDLE SHIFT KEYLESS FULL SPEC LOAN SENANG,"RM 48,999",Kia Cerato,55 - 60K KM,Automatic,"Johor, Skudai",48999.0,57500.0,2018.0,Johor,Kia,Asian,1.6
2014 Honda CR-V 2.4 i-VTEC SUV - CAR KING LOAN CEPAT SENANG LULUS,"RM 47,999",Honda CR-V,80 - 85K KM,Automatic,"Johor, Skudai",47999.0,82500.0,2014.0,Johor,Honda,Asian,2.4
2015 Honda CR-V 2.4 i-VTEC SUV - KEYLESS - EASY LOAN APPROVAL,"RM 57,999",Honda CR-V,80 - 85K KM,Automatic,"Johor, Skudai",57999.0,82500.0,2015.0,Johor,Honda,Asian,2.4
2017 BMW 330e 2.0 Sport Line Sedan - EASY LOAN,"RM 73,999",BMW 330e,60 - 65K KM,Automatic,"Johor, Skudai",73999.0,62500.0,2017.0,Johor,BMW,Continental,2.0
2015 Volkswagen Passat 1.8 TSI Sedan - HIGH LOAN WELCOME,"RM 32,999",Volkswagen Passat,85 - 90K KM,Automatic,"Johor, Skudai",32999.0,87500.0,2015.0,Johor,Volkswagen,Continental,1.8
2015 Hyundai Tucson 2.0 Sport SUV,"RM 35,999",Hyundai Tucson,85 - 90K KM,Automatic,"Johor, Johor Bahru",35999.0,87500.0,2015.0,Johor,Hyundai,Asian,2.0
2016 Subaru Forester 2.0 P SUV - FULL SPEC - EASY LOAN,"RM 45,999",Subaru Forester,85 - 90K KM,Automatic,"Johor, Skudai",45999.0,87500.0,2016.0,Johor,Subaru,Asian,2.0
2015 Mercedes-Benz A250 2.0 AMG Hatchback - FULL C C SERVICE RECORD ORi 13k Mileage REG 2016,"RM 109,900",Mercedes-Benz A250,10 - 15K KM,Automatic,"Selangor, Seri Kembangan",109900.0,12500.0,2015.0,Selangor,Mercedes-Benz,Continental,2.0
2019 Proton X70 1.8 TGDI Premium SUV - (A) NO PROCESSING CHARGE 1 OWNER,"RM 61,800",Proton X70,50 - 55K KM,Automatic,"Kuala Lumpur, Cheras",61800.0,52500.0,2019.0,Kuala Lumpur,Proton,Asian,1.8
2017 Isuzu D-Max 2.5 VGS TD Pickup Truck - VGS 4X4 4WD (M) WARRANTY 1 YEAR - VGS TURBO - ORIGINAL CONDITION - SELLING CHEAP IN MARKET PLACE,"RM 49,800",Isuzu D-Max,90 - 95K KM,Manual,"Kuala Lumpur, Batu Caves / Selayang",49800.0,92500.0,2017.0,Kuala Lumpur,Isuzu,Asian,2.5
2016 Kia Sportage 2.0 SUV - (A) WARRANTY 1 YEAR - FULL SPEC - SUNROOF - PUSH START KEYLESS - LEATHER SEAT - SEMUA MASALAH BOLEH BUAT LOAN KEDAI SINI,"RM 44,800",Kia Sportage,60 - 65K KM,Automatic,"Kuala Lumpur, Batu Caves / Selayang",44800.0,62500.0,2016.0,Kuala Lumpur,Kia,Asian,2.0
2015/2016 BMW 320i 2.0 Sport Line Sedan - FREEWARRANTY 1OWNER REAL LCI B48,"RM 85,888",BMW 320i,120 - 125K KM,Automatic,"Selangor, Petaling Jaya",85888.0,122500.0,2015.0,Selangor,BMW,Continental,2.0
2013/2014 Mercedes-Benz S500L 4.7 AMG Sedan - Sport VIP Car King Local Spec CBU Malaysia New Car S500 S63 S400 Hybrid,"RM 199,900",Mercedes-Benz S500L,110 - 115K KM,Automatic,"Selangor, Seri Kembangan",199900.0,112500.0,2013.0,Selangor,Mercedes-Benz,Continental,4.7
2014 Mercedes-Benz S400L 3.5 Hybrid Sedan,"RM 108,800",Mercedes-Benz S400L,115 - 120K KM,Automatic,"Johor, Johor Bahru",108800.0,117500.0,2014.0,Johor,Mercedes-Benz,Continental,3.5
2015 Mercedes-Benz E300 2.1 BlueTEC Sedan,"RM 63,999",Mercedes-Benz E300,90 - 95K KM,Automatic,"Johor, Johor Bahru",63999.0,92500.0,2015.0,Johor,Mercedes-Benz,Continental,2.1
2018 Toyota Innova 2.0 G MPV - (12 MONTHS CARLIST QUALIFIED WARRANTY),"RM 79,999",Toyota Innova,90 - 95K KM,Automatic,"Johor, Masai",79999.0,92500.0,2018.0,Johor,Toyota,Asian,2.0
2018 Volkswagen Beetle 1.2 TSI Design Coupe - 40K KM Warranty,"RM 92,800",Volkswagen Beetle,40 - 45K KM,Automatic,"Perak, Ipoh",92800.0,42500.0,2018.0,Perak,Volkswagen,Continental,1.2
2015 Honda HR-V 1.8 i-VTEC S SUV - NO PROCESSING CHARGE,"RM 45,800",Honda HR-V,130 - 135K KM,Automatic,"Kuala Lumpur, Cheras",45800.0,132500.0,2015.0,Kuala Lumpur,Honda,Asian,1.8
2018 BMW X3 2.0 xDrive30i Luxury SUV - xDrive30i REG DECEMBER 31ST,"RM 165,000",BMW X3,48000 KM,Automatic,"Kuala Lumpur, TTDI",165000.0,48000.0,2018.0,Kuala Lumpur,BMW,Continental,2.0
2019 Isuzu D-Max 2.5 Premium Dual Cab Pickup Truck - (M) PREMIUM 4X4 DUAL CAB,"RM 53,800",Isuzu D-Max,50 - 55K KM,Manual,"Selangor, Serdang",53800.0,52500.0,2019.0,Selangor,Isuzu,Asian,2.5
2017 Mazda CX-3 2.0 SKYACTIV SUV - (Percuma Warranty)(Siap Tukar Nama)(Tahun Dibuat )( )(1 Lady Owner)(Sunroof)(Leather Memory Seat)(Paddle Shift),"RM 69,800",Mazda CX-3,80 - 85K KM,Automatic,"Selangor, Banting",69800.0,82500.0,2017.0,Selangor,Mazda,Asian,2.0
"2017 Honda City 1.5 E i-VTEC Sedan - , SPORT RIM, FULL BODYKIT, TIPTOP WARRANTY PROVIDED","RM 45,999",Honda City,90 - 95K KM,Automatic,"Selangor, Puchong",45999.0,92500.0,2017.0,Selangor,Honda,Asian,1.5
"2016 Mazda 3 2.0 SKYACTIV-G GL Sedan - , TIPTOP CONDITION, WELL MAINTAINED, LIKE NEW CONDITION, WARRANTY PROVIDED","RM 45,999",Mazda 3,90 - 95K KM,Automatic,"Selangor, Puchong",45999.0,92500.0,2016.0,Selangor,Mazda,Asian,2.0
2019/2022 MINI 3 Door 2.0 Cooper S Hatchback - JAPAN SPEC (FREE 1 YEAR WARRANTY),"RM 149,999",MINI 3 Door,50 - 55K KM,Automatic,"Johor, Pasir Gudang",149999.0,52500.0,2019.0,Johor,MINI,Continental,2.0
2019 Mazda CX-5 2.2 SKYACTIV-D High SUV - (A) GUARANTEE No Accident No Total Lost No Flood 5 Day Money back Guarantee,"RM 87,800",Mazda CX-5,60 - 65K KM,Automatic,"Kuala Lumpur, Setapak",87800.0,62500.0,2019.0,Kuala Lumpur,Mazda,Asian,2.2
2013 Perodua Alza 1.5 EZ MPV - (Percuma Warranty)(Percuma Siap Tukar Nama)(Tahun Dibuat )( Auto)(Special Edition Full Bodykits)(MOHAWK Android Player),"RM 26,800",Perodua Alza,115 - 120K KM,Automatic,"Selangor, Banting",26800.0,117500.0,2013.0,Selangor,Perodua,Asian,1.5
2017 Honda CR-V 2.0 i-VTEC SUV - full service record,"RM 68,800",Honda CR-V,135 - 140K KM,Automatic,"Selangor, Puchong",68800.0,137500.0,2017.0,Selangor,Honda,Asian,2.0
2019 Proton X70 1.8 TGDI Premium SUV - (A),"RM 69,800",Proton X70,50 - 55K KM,Automatic,"Penang, Bukit Mertajam",69800.0,52500.0,2019.0,Penang,Proton,Asian,1.8
"2017 Volkswagen Jetta 1.4 280 TSI Highline Sedan - , FULL SERVICE RECORD, ONE CAREFUL OWNER ONLY, TIPTOP CONDITION, WARRANTY PROVIDED","RM 55,999",Volkswagen Jetta,65 - 70K KM,Automatic,"Selangor, Puchong",55999.0,67500.0,2017.0,Selangor,Volkswagen,Continental,1.4
"2015/2016 Toyota Vellfire 2.5 Z A Edition MPV - MODELLISTA BODYKITS AND RIMS, NICE NUMBER 7 SEATER, REGISTER 2016 CAR KING CONDITION","RM 157,999",Toyota Vellfire,70 - 75K KM,Automatic,"Selangor, Puchong",157999.0,72500.0,2015.0,Selangor,Toyota,Asian,2.5
2016 Mercedes-Benz E250 2.0 Edition E AMG Line Sedan - (A) 1 YEAR WARRANTY WITH CERTIFIED INSPECTION REPORT,"RM 123,000",Mercedes-Benz E250,90 - 95K KM,Automatic,"Penang, Greenlane",123000.0,92500.0,2016.0,Penang,Mercedes-Benz,Continental,2.0
2017 Toyota Vellfire 3.5 ZA G Edition MPV - (A) 1 YEAR WARRANTY,"RM 198,000",Toyota Vellfire,75 - 80K KM,Automatic,"Penang, Greenlane",198000.0,77500.0,2017.0,Penang,Toyota,Asian,3.5
2015 Mercedes-Benz CLA250 2.0 AMG Coupe - (A) 1 YEAR WARRANTY,"RM 122,000",Mercedes-Benz CLA250,105 - 110K KM,Automatic,"Penang, Greenlane",122000.0,107500.0,2015.0,Penang,Mercedes-Benz,Continental,2.0
2016 Isuzu D-Max 2.5 Premium Dual Cab Pickup Truck - (M) PREMIUM 4X4 DUAL CAB,"RM 41,800",Isuzu D-Max,85 - 90K KM,Manual,"Selangor, Serdang",41800.0,87500.0,2016.0,Selangor,Isuzu,Asian,2.5
2015 Volkswagen Golf 1.4 Hatchback - Free Wrty 1 Owner VW Service,"RM 60,888",Volkswagen Golf,85 - 90K KM,Automatic,"Selangor, Petaling Jaya",60888.0,87500.0,2015.0,Selangor,Volkswagen,Continental,1.4
2015 Kia Cerato 1.6 Sedan - (12 MONTHS CARLIST QUALIFIED WARRANTY),"RM 35,999",Kia Cerato,95 - 100K KM,Automatic,"Johor, Masai",35999.0,97500.0,2015.0,Johor,Kia,Asian,1.6
2015 Ford Ranger 2.2 XLT Hi-Rider Dual Cab Pickup Truck - XLT Hi-Rider Pickup (A) 1 YEAR WARRANTY,"RM 50,800",Ford Ranger,115 - 120K KM,Automatic,"Penang, Bukit Mertajam",50800.0,117500.0,2015.0,Penang,Ford,Continental,2.2
"2015/2016 Ford Ranger 2.2 XL Hi-rider Single Cab Pickup Truck - (M) Single Cab XL 4WD CBU, 1 YEAR WARRANTY","RM 56,800",Ford Ranger,125 - 130K KM,Manual,"Penang, Perai",56800.0,127500.0,2015.0,Penang,Ford,Continental,2.2
2014 Mazda BT-50 2.5 Dual Cab Pickup Truck - Offer Paling Cantik (Stok Clearance) - 1 Tahun Warranty,"RM 21,900",Mazda BT-50,140 - 145K KM,Manual,"Selangor, Shah Alam",21900.0,142500.0,2014.0,Selangor,Mazda,Asian,2.5
"2016/2017 Nissan Navara 2.5 NP300 VL Dual Cab Pickup Truck - MILEAGE 83K, REGISTER 2017. REVERSE CAMERA, WARRANTY PROVIDED, OFFER NP300 VL","RM 66,999",Nissan Navara,80 - 85K KM,Automatic,"Selangor, Puchong",66999.0,82500.0,2016.0,Selangor,Nissan,Asian,2.5
"2017 Nissan Serena 2.0 S-Hybrid High-Way Star MPV - , FULL CAR LEATHER SEAT, 7 SEATER , 2 POWER DOOR, RAMADHAN SALE, OFFER, NEGO SAMPAI JADI","RM 63,999",Nissan Serena,80 - 85K KM,Automatic,"Selangor, Puchong",63999.0,82500.0,2017.0,Selangor,Nissan,Asian,2.0
2015 Mazda CX-5 2.5 SKYACTIV-G SUV - L AUTO (BOSE SOUND SYSTEAM),"RM 55,800",Mazda CX-5,75 - 80K KM,Automatic,"Selangor, Petaling Jaya",55800.0,77500.0,2015.0,Selangor,Mazda,Asian,2.5
2019 Mercedes-Benz E300 2.0 AMG Line Coupe - 245HP FACELIFT Colorfull Ambient LEDS REAR Camera Uk Unreg,"RM 249,000",Mercedes-Benz E300,40 - 45K KM,Automatic,"Kuala Lumpur, Cheras",249000.0,42500.0,2019.0,Kuala Lumpur,Mercedes-Benz,Continental,2.0
2015 Mercedes-Benz S400L 3.0 Sedan,"RM 129,800",Mercedes-Benz S400L,95 - 100K KM,Automatic,"Johor, Johor Bahru",129800.0,97500.0,2015.0,Johor,Mercedes-Benz,Continental,3.0
2015 Mercedes-Benz S400L 3.5 Hybrid Sedan,"RM 129,999",Mercedes-Benz S400L,95 - 100K KM,Automatic,"Johor, Johor Bahru",129999.0,97500.0,2015.0,Johor,Mercedes-Benz,Continental,3.5
2016 BMW 520i 2.0 M Sport Sedan,"RM 109,800",BMW 520i,85 - 90K KM,Automatic,"Johor, Johor Bahru",109800.0,87500.0,2016.0,Johor,BMW,Continental,2.0
2013 Honda Civic 2.0 Navi i-VTEC Sedan - NO PROCESSING CHARGE,"RM 36,800",Honda Civic,100 - 105K KM,Automatic,"Kuala Lumpur, Cheras",36800.0,102500.0,2013.0,Kuala Lumpur,Honda,Asian,2.0
"2014 Mazda Biante 2.0 SKYACTIV-G MPV - 8 SEATER , LOW MILEAGE CAR KING, RAMADHAN OFFER","RM 49,999",Mazda Biante,90 - 95K KM,Automatic,"Selangor, Puchong",49999.0,92500.0,2014.0,Selangor,Mazda,Asian,2.0
2014/2015 Audi A5 2.0 TFSI Quattro S Line Coupe - Black Edition Facelift 1 YEAR WARRANTY EA888.3 ENGINE,"RM 79,888",Audi A5,105 - 110K KM,Automatic,"Selangor, Petaling Jaya",79888.0,107500.0,2014.0,Selangor,Audi,Continental,2.0
2016 Toyota Corolla Altis 1.8 G Sedan - (A) 1 YEAR WARRANTY,"RM 70,800",Toyota Corolla Altis,80 - 85K KM,Automatic,"Kedah, Sungai Petani",70800.0,82500.0,2016.0,Kedah,Toyota,Asian,1.8
2017 Honda HR-V 1.8 i-VTEC V SUV - (A) 1 YEAR WARRANTY,"RM 69,800",Honda HR-V,75 - 80K KM,Automatic,"Kedah, Sungai Petani",69800.0,77500.0,2017.0,Kedah,Honda,Asian,1.8
"2013 Kia Rio 1.4 SX Hatchback - , FULL SPEC HIGH SPEC, SUNROOF, KEYLESS PUSH START, CAR KING, NEGO SAMPAI JADI, OFFER","RM 21,999",Kia Rio,100 - 105K KM,Automatic,"Selangor, Puchong",21999.0,102500.0,2013.0,Selangor,Kia,Asian,1.4
"2017 Perodua AXIA 1.0 Advance Hatchback - 1 OWNER, LOW MILEAGE, COME WITH WARRANTY, FULL SPEC AV LEATHER SEAT OFFER","RM 31,999",Perodua AXIA,75 - 80K KM,Automatic,"Selangor, Puchong",31999.0,77500.0,2017.0,Selangor,Perodua,Asian,1.0
2017 Honda CR-V 1.5 TC-P VTEC SUV - L AUTO (PREMIUM HIGH SPEC POWER BOOT),"RM 95,800",Honda CR-V,80 - 85K KM,Automatic,"Selangor, Petaling Jaya",95800.0,82500.0,2017.0,Selangor,Honda,Asian,1.5
2018 Honda City 1.5 V i-VTEC Sedan - V (A) Push Start One Owner One Year Warranty,"RM 59,800",Honda City,60 - 65K KM,Automatic,"Kuala Lumpur, Pandan Perdana",59800.0,62500.0,2018.0,Kuala Lumpur,Honda,Asian,1.5
2017 Honda HR-V 1.8 i-VTEC S SUV - (A) 1 YEAR WARRANTY,"RM 59,500",Honda HR-V,80 - 85K KM,Automatic,"Penang, Greenlane",59500.0,82500.0,2017.0,Penang,Honda,Asian,1.8
2012 Honda CR-V 2.0 i-VTEC SUV - (A) - SERVICE 119K KM ONLY- ORIGINAL PAINT - ORI LEATHER SEAT VIEW TO BELIEVE,"RM 33,800",Honda CR-V,115 - 120K KM,Automatic,"Selangor, Klang",33800.0,117500.0,2012.0,Selangor,Honda,Asian,2.0
2016 Mazda CX-3 2.0 SKYACTIV SUV - (12 MONTHS CARLIST QUALIFIED WARRANTY),"RM 63,999",Mazda CX-3,80 - 85K KM,Automatic,"Johor, Pasir Gudang",63999.0,82500.0,2016.0,Johor,Mazda,Asian,2.0
2019 Subaru XV 2.0 SUV - I-Premium Car King Tip Top Condition 3 Years Warranty,"RM 75,999",Subaru XV,50 - 55K KM,Automatic,"Johor, Johor Bahru",75999.0,52500.0,2019.0,Johor,Subaru,Asian,2.0
2016 BMW 318i 1.5 Luxury Sedan - F30 318 Car King Easy Loan 3 Years Warranty,"RM 67,999",BMW 318i,55 - 60K KM,Automatic,"Johor, Johor Bahru",67999.0,57500.0,2016.0,Johor,BMW,Continental,1.5
2018 Subaru XV 2.0 P SUV - Full Original Service Record 1 Malaysia Warranty,"RM 65,999",Subaru XV,60 - 65K KM,Automatic,"Johor, Johor Bahru",65999.0,62500.0,2018.0,Johor,Subaru,Asian,2.0
2013 Ford Ranger 2.2 XL Single Cab Pickup Truck - XL NO PROCESSING CHARGE 1 OWNER,"RM 34,800",Ford Ranger,130 - 135K KM,Manual,"Kuala Lumpur, Cheras",34800.0,132500.0,2013.0,Kuala Lumpur,Ford,Continental,2.2
"2015 Peugeot 208 1.6 Allure Hatchback - , LOW MILEAGE, ONE OWNER, CONDITION LIKE NEW , WARRANTY PROVIDED","RM 18,999",Peugeot 208,80 - 85K KM,Automatic,"Selangor, Puchong",18999.0,82500.0,2015.0,Selangor,Peugeot,Continental,1.6
2017 Toyota Vellfire 2.5 Z G Edition MPV - FACELIFT MODELISTA-KIT (7-SEATHER),"RM 169,900",Toyota Vellfire,85 - 90K KM,Automatic,"Selangor, Seri Kembangan",169900.0,87500.0,2017.0,Selangor,Toyota,Asian,2.5
2017 Toyota Corolla Altis 1.8 E Sedan - FULL SERVICE RECORD,"RM 65,800",Toyota Corolla Altis,105 - 110K KM,Automatic,"Kuala Lumpur, Cheras",65800.0,107500.0,2017.0,Kuala Lumpur,Toyota,Asian,1.8
2014 Inokom Elantra 1.6 GLS Sedan - (A) FULL SERVICE RECORD - SERVICE BOOK AVAILABLE - PUSH START BUTTON - KEYLESS ENTRY - LEATHER SEAT - ANDROID TOUCH SCREEN,"RM 22,800",Inokom Elantra,145 - 150K KM,Automatic,"Kuala Lumpur, Batu Caves / Selayang",22800.0,147500.0,2014.0,Kuala Lumpur,Inokom,Asian,1.6
2015 Honda Accord 2.4 i-VTEC Sedan - (A) WARRANTY 1 YEAR - FULL SPEC - ELECTRICAL LEATHER SEAT - PUSH START BUTTON - TOUCH SCREEN - REVERSE CAMERA - PADDLE SHIFT,"RM 48,800",Honda Accord,90 - 95K KM,Automatic,"Kuala Lumpur, Batu Caves / Selayang",48800.0,92500.0,2015.0,Kuala Lumpur,Honda,Asian,2.4
2017 Honda Accord 2.0 i-VTEC VTi Sedan - (Siap Tukar Nama)(Percuma Warranty)(Tahun Dibuat )( Auto)(Full Bodykits)(Push Start)(Cruise Control)(Lady Owner),"RM 79,800",Honda Accord,90 - 95K KM,Automatic,"Selangor, Banting",79800.0,92500.0,2017.0,Selangor,Honda,Asian,2.0
2019 Nissan Navara 2.5 NP300 SE Dual Cab Pickup Truck - NP300 4X4 4WD (A) WARRANTY 1 YEAR - 1 OWNER - ORIGINAL CONDITION - SELLING CHEAP IN MARKET PLACE,"RM 66,800",Nissan Navara,70 - 75K KM,Automatic,"Kuala Lumpur, Batu Caves / Selayang",66800.0,72500.0,2019.0,Kuala Lumpur,Nissan,Asian,2.5
"2014 Kia Cerato 1.6 Sedan - , K3 HIGH SPEC KEYLESS PUSH START , GOOD CONDITION LIKE NEW","RM 26,999",Kia Cerato,90 - 95K KM,Automatic,"Selangor, Puchong",26999.0,92500.0,2014.0,Selangor,Kia,Asian,1.6
"2016 Mitsubishi ASX 2.0 GL SUV - , 4WD , KEYLESS PUSH START ,PANAROMIC ROOF , GOOD CONDITION","RM 45,999",Mitsubishi ASX,70 - 75K KM,Automatic,"Selangor, Puchong",45999.0,72500.0,2016.0,Selangor,Mitsubishi,Asian,2.0
2015 MINI 3 Door 2.0 Cooper S Wired Hatchback - LOCAL COOPER S (FULL SERVICE RECORD 60K KM HARMAN KARDON REVERSE CAMERA) 2016,"RM 98,888",MINI 3 Door,60 - 65K KM,Automatic,"Selangor, Klang",98888.0,62500.0,2015.0,Selangor,MINI,Continental,2.0
2015 Honda HR-V 1.8 i-VTEC V SUV - SPEC 2016,"RM 62,888",Honda HR-V,80 - 85K KM,Automatic,"Selangor, Klang",62888.0,82500.0,2015.0,Selangor,Honda,Asian,1.8
2022 Ford MUSTANG 2.3 High Performance Coupe,"RM 298,000",Ford MUSTANG,15 - 20K KM,Automatic,"Kuala Lumpur, Cheras",298000.0,17500.0,2022.0,Kuala Lumpur,Ford,Continental,2.3
2015 Peugeot 508 1.6 Premium Sedan - (A) Leather Push Start 3 Years Warranty,"RM 27,999",Peugeot 508,75 - 80K KM,Automatic,"Johor, Johor Bahru",27999.0,77500.0,2015.0,Johor,Peugeot,Continental,1.6
2020 Lexus RX300 2.0 F Sport SUV,"RM 325,000",Lexus RX300,30 - 35K KM,Automatic,"Kuala Lumpur, Chan Sow Lin",325000.0,32500.0,2020.0,Kuala Lumpur,Lexus,Asian,2.0
2022 Toyota Alphard 3.5 Executive Lounge S MPV,"RM 490,000",Toyota Alphard,5 - 10K KM,Automatic,"Kuala Lumpur, Chan Sow Lin",490000.0,7500.0,2022.0,Kuala Lumpur,Toyota,Asian,3.5
2021 Toyota Alphard 2.5 G S C Package MPV - Carlist Qualified G S C,"RM 298,000",Toyota Alphard,15 - 20K KM,Automatic,"Kuala Lumpur, Chan Sow Lin",298000.0,17500.0,2021.0,Kuala Lumpur,Toyota,Asian,2.5
2014 Subaru XV 2.0 Crosstrek SUV - (A) LIMITED EDITION - FULL SPEC - WARRANTY 1 YEAR - ALL PROBLEM CAN APPLY LOAN HERE - SEMUA MASALAH BOLEH BUAT LOAN KEDAI,"RM 33,800",Subaru XV,85 - 90K KM,Automatic,"Kuala Lumpur, Batu Caves / Selayang",33800.0,87500.0,2014.0,Kuala Lumpur,Subaru,Asian,2.0
2014 Kia Cerato 1.6 Sedan - (A) 1OWNER NO PROCESSING CHARGE,"RM 29,800",Kia Cerato,110 - 115K KM,Automatic,"Kuala Lumpur, Cheras",29800.0,112500.0,2014.0,Kuala Lumpur,Kia,Asian,1.6
2018 Honda Jazz 1.5 S i-VTEC Hatchback - AUTO (FACELIFT MODEL),"RM 56,800",Honda Jazz,60 - 65K KM,Automatic,"Selangor, Petaling Jaya",56800.0,62500.0,2018.0,Selangor,Honda,Asian,1.5
2016 Mazda CX-5 2.0 SKYACTIV-G GLS SUV - L AUTO,"RM 63,800",Mazda CX-5,85 - 90K KM,Automatic,"Selangor, Petaling Jaya",63800.0,87500.0,2016.0,Selangor,Mazda,Asian,2.0
