Description,List_Price,Model,Mileage,Gear_Type,Location,Price,Year,State,Brand,Origin,Engine_L,Car_Age,Log_Price,Annual_Mileage,Has_Warranty
2023 Mazda 3 2.0 SKYACTIV-G High Sedan,"RM 123,000",Mazda 3,32500.0,Automatic,"Sarawak, Kuching",123000.0,2023.0,Sarawak,Mazda,Asian,2.0,2.0,11.719947764402807,16250.0,0
2017 Toyota Vios 1.5 E Sedan - WITH WARRANTY,"RM 44,400",Toyota Vios,92500.0,Automatic,"Selangor, Petaling Jaya",44400.0,2017.0,Selangor,Toyota,Asian,1.5,8.0,10.70101727068921,11562.5,1
2021 Mitsubishi Xpander 1.5 MPV - CERTIFIED CAR,"RM 67,500",Mitsubishi Xpander,77500.0,Automatic,"Kuala Lumpur, Chan Sow Lin",67500.0,2021.0,Kuala Lumpur,Mitsubishi,Asian,1.5,4.0,11.119897691565697,19375.0,0
2016 Honda Accord 2.4 VTi-L Sedan,"RM 61,400",Honda Accord,152500.0,Automatic,"Kuala Lumpur, Chan Sow Lin",61400.0,2016.0,Kuala Lumpur,Honda,Asian,2.4,9.0,11.02518140064756,16944.444444444445,0
2016 Perodua Alza 1.5 EZ MPV - WITH WARRANTY,"RM 30,800",Perodua Alza,137500.0,Automatic,"Selangor, Petaling Jaya",30800.0,2016.0,Selangor,Perodua,Asian,1.5,9.0,10.335302435967074,15277.777777777777,1
2016 Honda City 1.5 V Sedan - END OF YEAR SALE,"RM 37,700",Honda City,97500.0,Automatic,"Negeri Sembilan, Seremban",37700.0,2016.0,Negeri Sembilan,Honda,Asian,1.5,9.0,10.537441898283253,10833.333333333334,0
2019 Perodua Bezza 1.3 X Premium Sedan - SUPER NICE CONDITION WITH WARRANTY,"RM 33,800",Perodua Bezza,87500.0,Automatic,"Selangor, Petaling Jaya",33800.0,2019.0,Selangor,Perodua,Asian,1.3,6.0,10.428245666832275,14583.333333333334,1
2022 Honda City 1.5 S Hatchback - ONE OWNER FULL SERVICE RECORD BY MALAYSIA,"RM 60,400",Honda City,52500.0,Automatic,"Selangor, Petaling Jaya",60400.0,2022.0,Selangor,Honda,Asian,1.5,3.0,11.008760940077243,17500.0,0
2020 Toyota Yaris 1.5 E Hatchback - WITH WARRANTY,"RM 56,800",Toyota Yaris,77500.0,Automatic,"Selangor, Petaling Jaya",56800.0,2020.0,Selangor,Toyota,Asian,1.5,5.0,10.947309210188068,15500.0,1
2014 Perodua Myvi 1.3 EZ Hatchback - WITH WARRANTY,"RM 24,500",Perodua Myvi,102500.0,Automatic,"Selangor, Petaling Jaya",24500.0,2014.0,Selangor,Perodua,Asian,1.3,11.0,10.106469212026385,9318.181818181818,1
2017 Kia Sportage 2.0 SUV - WITH WARRANTY,"RM 42,800",Kia Sportage,127500.0,Automatic,"Selangor, Petaling Jaya",42800.0,2017.0,Selangor,Kia,Asian,2.0,8.0,10.664316745782925,15937.5,1
"2020/2023 Toyota Alphard 2.5 G S C Package MPV - SC (A) Pilot Seat , 360 Camera , Sound Stream Android Player (Good Condition)(Buy and Drive)","RM 179,800",Toyota Alphard,62500.0,Automatic,"Selangor, Petaling Jaya",179800.0,2020.0,Selangor,Toyota,Asian,2.5,5.0,12.099605962739451,12500.0,0
2024 Peugeot 2008 1.2 Allure SUV,"-5% RM 79,400",Peugeot 2008,27500.0,Automatic,"Penang, Juru",79400.0,2024.0,Penang,Peugeot,Continental,1.2,1.0,11.282266241614355,27500.0,0
2022 Mercedes-Benz AMG A45 2.0 S 4MATIC+ Hatchback - S 4MATIC,"RM 288,000",Mercedes-Benz AMG A45,47500.0,Automatic,"Kuala Lumpur, Chan Sow Lin",288000.0,2022.0,Kuala Lumpur,Mercedes-Benz,Continental,2.0,3.0,12.570719231334277,15833.333333333334,0
2018 Volvo XC60 2.0 T8 Twin Engine Inscription SUV - (A),"-19% RM 78,800",Volvo XC60,182500.0,Automatic,"Penang, Butterworth",78800.0,2018.0,Penang,Volvo,Continental,2.0,7.0,11.274680966120778,26071.428571428572,0
2024 BMW X3 2.0 xDrive30e M Sport SUV - Free Tinted,"RM 255,000",BMW X3,7500.0,Automatic,"Kedah, Alor Setar",255000.0,2024.0,Kedah,BMW,Continental,2.0,1.0,12.449022745701502,7500.0,0
2023 Perodua Bezza 1.3 X Sedan - NEW CAR CONDITION NEGO GO UNDER WARRANTY,"RM 32,700",Perodua Bezza,47500.0,Automatic,"Selangor, Puchong",32700.0,2023.0,Selangor,Perodua,Asian,1.3,2.0,10.39516093745751,23750.0,1
2016 Honda HR-V 1.8 S SUV - GOOD CONDITION,"RM 32,700",Honda HR-V,117500.0,Automatic,"Selangor, Puchong",32700.0,2016.0,Selangor,Honda,Asian,1.8,9.0,10.39516093745751,13055.555555555555,0
2022 Perodua Myvi 1.5 AV Hatchback - ONE OWNER GOOD CONDITION,"RM 43,700",Perodua Myvi,47500.0,Automatic,"Selangor, Puchong",43700.0,2022.0,Selangor,Perodua,Asian,1.5,3.0,10.685126264117057,15833.333333333334,0
2017 Mercedes-Benz CLA200 1.6 AMG Line Coupe - REGISTER 2018 GOOD CONDITION,"RM 72,700",Mercedes-Benz CLA200,102500.0,Automatic,"Selangor, Puchong",72700.0,2017.0,Selangor,Mercedes-Benz,Continental,1.6,8.0,11.194110418585193,12812.5,0
2018 Mazda CX-5 2.2 SKYACTIV-D GLS SUV - 1 OWNER FULL SERVICE RECORD BY POWER BOOT,"RM 51,000",Mazda CX-5,107500.0,Automatic,"Kuala Lumpur, Jalan Puchong",51000.0,2018.0,Kuala Lumpur,Mazda,Asian,2.2,7.0,10.839600519357369,15357.142857142857,0
2019 Toyota Alphard 2.5 G SC Modellista MPV - REGISTER 2022 SUNROOF,"RM 169,800",Toyota Alphard,67500.0,Automatic,"Selangor, Puchong",169800.0,2019.0,Selangor,Toyota,Asian,2.5,6.0,12.04238244212355,11250.0,0
2016 Honda Jazz 1.5 S Hatchback - ONE OWNER GOOD CONDITION,"RM 36,700",Honda Jazz,77500.0,Automatic,"Selangor, Puchong",36700.0,2016.0,Selangor,Honda,Asian,1.5,9.0,10.510559281627845,8611.111111111111,0
2024 Toyota Vios 1.5 G Sedan - (A) New Car Condition,"RM 78,800",Toyota Vios,17500.0,Automatic,"Johor, Johor Bahru",78800.0,2024.0,Johor,Toyota,Asian,1.5,1.0,11.274680966120778,17500.0,0
2011/2013 Toyota Vellfire 2.4 Z Platinum MPV - Power Boot,"RM 57,800",Toyota Vellfire,132500.0,Automatic,"Johor, Johor Bahru",57800.0,2011.0,Johor,Toyota,Asian,2.4,14.0,10.96476135554887,9464.285714285714,0
2017 Mercedes-Benz C200 2.0 AMG Line Sedan - AMG Fully Convert C63,"RM 85,800",Mercedes-Benz C200,102500.0,Automatic,"Johor, Johor Bahru",85800.0,2017.0,Johor,Mercedes-Benz,Continental,2.0,8.0,11.359785940419789,12812.5,0
2021 Mazda CX-5 2.0 SKYACTIV-G High SUV - High (A) Full Service Record,"RM 92,800",Mazda CX-5,97500.0,Automatic,"Johor, Johor Bahru",92800.0,2021.0,Johor,Mazda,Asian,2.0,4.0,11.438212694578302,24375.0,0
2017/2021 Mercedes-Benz E300 2.0 AMG Line Coupe - AMG Carking,"RM 139,800",Mercedes-Benz E300,77500.0,Automatic,"Johor, Johor Bahru",139800.0,2017.0,Johor,Mercedes-Benz,Continental,2.0,8.0,11.847975261832087,9687.5,0
2017 Toyota Camry 2.0 E Sedan,"RM 68,800",Toyota Camry,82500.0,Automatic,"Johor, Johor Bahru",68800.0,2017.0,Johor,Toyota,Asian,2.0,8.0,11.138973558699526,10312.5,0
2018 Mercedes-Benz C300 2.0 AMG Line Sedan,"RM 129,800",Mercedes-Benz C300,82500.0,Automatic,"Johor, Johor Bahru",129800.0,2018.0,Johor,Mercedes-Benz,Continental,2.0,7.0,11.773757787382696,11785.714285714286,0
2017 Honda HR-V 1.8 V SUV,"RM 46,800",Honda HR-V,72500.0,Automatic,"Johor, Johor Bahru",46800.0,2017.0,Johor,Honda,Asian,1.8,8.0,10.753659849198824,9062.5,0
2016 Honda Jazz 1.5 V Hatchback,"RM 44,800",Honda Jazz,82500.0,Automatic,"Johor, Johor Bahru",44800.0,2016.0,Johor,Honda,Asian,1.5,9.0,10.709985739582528,9166.666666666666,0
2016 Mazda 6 2.0 SKYACTIV-G Sedan - GOOD CONDITION HARI RAYA OFFER,"RM 43,700",Mazda 6,97500.0,Automatic,"Selangor, Puchong",43700.0,2016.0,Selangor,Mazda,Asian,2.0,9.0,10.685126264117057,10833.333333333334,0
2016 Mercedes-Benz GLC250 2.0 4MATIC AMG Line SUV - BURMESTER SOUND PANAROMIC ROOF MEMORY SEAT,"RM 85,300",Mercedes-Benz GLC250,82500.0,Automatic,"Selangor, Cheras",85300.0,2016.0,Selangor,Mercedes-Benz,Continental,2.0,9.0,11.353941456740479,9166.666666666666,0
2010/2012 Mercedes-Benz E250 1.8 AMG Sport Coupe,"RM 38,800",Mercedes-Benz E250,137500.0,Automatic,"Johor, Johor Bahru",38800.0,2010.0,Johor,Mercedes-Benz,Continental,1.8,15.0,10.566201298475118,9166.666666666666,0
2021 Honda CR-V 1.5 TC-P SUV - Facelift 2WD Full Spec Full Service Warranty To 2026,"RM 99,800",Honda CR-V,67500.0,Automatic,"Selangor, Seri Kembangan",99800.0,2021.0,Selangor,Honda,Asian,1.5,4.0,11.510933482289435,16875.0,1
2018/2019 Mercedes-Benz GLA200 1.6 Night Edition SUV - Facelift Full Service Record Power Boot Paddle Shift,"RM 80,800",Mercedes-Benz GLA200,92500.0,Automatic,"Selangor, Seri Kembangan",80800.0,2018.0,Selangor,Mercedes-Benz,Continental,1.6,7.0,11.299744620670225,13214.285714285714,0
2018/2020 Ford MUSTANG 5.0 GT Coupe,"RM 148,000",Ford MUSTANG,87500.0,Automatic,"Johor, Johor Bahru",148000.0,2018.0,Johor,Ford,Continental,5.0,7.0,11.904974309480181,12500.0,0
"2021 Volvo XC60 2.0 Recharge T8 Inscription Plus SUV - UNDER WARRANTY UNTIL 2026 (GENUINE 79K KM MILEAGE WITH FULL SERVICE RECORD, ACCIDENT FLODD FREE)","RM 148,000",Volvo XC60,77500.0,Automatic,"Kuala Lumpur, Setapak",148000.0,2021.0,Kuala Lumpur,Volvo,Continental,2.0,4.0,11.904974309480181,19375.0,1
2009/2011 Toyota Wish 1.8 X MPV,"RM 35,800",Toyota Wish,112500.0,Automatic,"Johor, Johor Bahru",35800.0,2009.0,Johor,Toyota,Asian,1.8,16.0,10.485731104959568,7031.25,0
2014/2015 Volkswagen Passat 1.8 TSI Sedan,"RM 20,800",Volkswagen Passat,97500.0,Automatic,"Johor, Johor Bahru",20800.0,2014.0,Johor,Volkswagen,Continental,1.8,11.0,9.942756341456828,8863.636363636364,0
2020 BMW 218i 1.5 M Sport Coupe,"RM 93,800",BMW 218i,57500.0,Automatic,"Johor, Johor Bahru",93800.0,2020.0,Johor,BMW,Continental,1.5,5.0,11.448930795918299,11500.0,0
2019 Toyota Vios 1.5 G Sedan,"RM 55,800",Toyota Vios,62500.0,Automatic,"Johor, Johor Bahru",55800.0,2019.0,Johor,Toyota,Asian,1.5,6.0,10.929547069355774,10416.666666666666,0
2022 Honda CR-V 1.5 TC-P SUV - UNDER WARRANTY UNTIL 2027 (GENUINE 76K KM MILEAGE ONE WELL MAINTAINED OWNER WITH FULL SERVICE RECORD CAR KING GRADE),"RM 105,000",Honda CR-V,77500.0,Automatic,"Kuala Lumpur, Setapak",105000.0,2022.0,Kuala Lumpur,Honda,Asian,1.5,3.0,11.561725152903833,25833.333333333332,1
2017 Toyota Hilux 2.8 G Dual Cab Pickup,"RM 82,800",Toyota Hilux,107500.0,Automatic,"Johor, Johor Bahru",82800.0,2017.0,Johor,Toyota,Asian,2.8,8.0,11.324195417595107,13437.5,0
2019 Proton X70 1.8 Executive SUV,"RM 45,800",Proton X70,72500.0,Automatic,"Johor, Johor Bahru",45800.0,2019.0,Johor,Proton,Asian,1.8,6.0,10.732061203925053,12083.333333333334,0
2015 Mercedes-Benz CLA200 1.6 Sedan,"RM 59,800",Mercedes-Benz CLA200,92500.0,Automatic,"Johor, Johor Bahru",59800.0,2015.0,Johor,Mercedes-Benz,Continental,1.6,10.0,10.998777662206932,9250.0,0
2009 BMW 320i 2.0 Sedan - E90,"RM 19,800",BMW 320i,197500.0,Automatic,"Johor, Johor Bahru",19800.0,2009.0,Johor,BMW,Continental,2.0,16.0,9.893487720457795,12343.75,0
2017 Mercedes-Benz C180 1.6 AMG Sports Package Sedan - (GENUINE 65K KM MILEAGE WITH FULL SERVICE RECORD) FULL SAFETY FEATURES ACCIDENT FLOOD FREE,"RM 91,800",Mercedes-Benz C180,67500.0,Automatic,"Kuala Lumpur, Setapak",91800.0,2017.0,Kuala Lumpur,Mercedes-Benz,Continental,1.6,8.0,11.427378469795439,8437.5,0
2023 Perodua Alza 1.5 AV MPV,"RM 63,800",Perodua Alza,22500.0,Automatic,"Johor, Johor Bahru",63800.0,2023.0,Johor,Perodua,Asian,1.5,2.0,11.063524143191238,11250.0,0
"2019 MINI Countryman 2.0 Cooper S Sports SUV - 38K KM MILEAGE ONLY WITH FULL SERVICE RECORD, CAR KING CONDITION, ACCIDENT FLOOD FREE CERTIFIED-","RM 106,800",MINI Countryman,37500.0,Automatic,"Kuala Lumpur, Setapak",106800.0,2019.0,Kuala Lumpur,MINI,Continental,2.0,6.0,11.578722568760277,6250.0,0
2024 Mazda CX-8 2.5 SKYACTIV-G High Plus SUV - 4WD TURBO FULL SERVICE RECORD UNDER WARRANTY 6K-MILEAGE ONLY,"RM 167,499",Mazda CX-8,2500.0,Automatic,"Selangor, Kajang",167499.0,2024.0,Selangor,Mazda,Asian,2.5,1.0,12.028738630247258,2500.0,1
2024 Perodua Alza 1.5 AV MPV - FULL SERVICE RECORD 20K MILEAGE,"RM 64,800",Perodua Alza,22500.0,Automatic,"Selangor, Puchong",64800.0,2024.0,Selangor,Perodua,Asian,1.5,1.0,11.079076314320059,22500.0,0
2021 Toyota Hilux 2.8 Rogue Dual Cab Pickup - 1 OWNER GENUINE MILEAGE FULL SERVICES RECORD,"RM 106,800",Toyota Hilux,107500.0,Automatic,"Selangor, Cheras",106800.0,2021.0,Selangor,Toyota,Asian,2.8,4.0,11.578722568760277,26875.0,0
2018 Nissan Almera 1.5 E Sedan,"RM 27,800",Nissan Almera,42500.0,Automatic,"Johor, Johor Bahru",27800.0,2018.0,Johor,Nissan,Asian,1.5,7.0,10.232827270254802,6071.428571428572,0
2020 Lexus RX 300 2.0 F Sport SUV - TURBO HUD BSM 4 CAMERA MEMORY ELECTRIC LEATHER SEATS POWER BOOT BLACK AND WHITE INTERIOR 1 OWNER ORIGINAL MILEAGE,"RM 197,800",Lexus RX 300,62500.0,Automatic,"Selangor, Cheras",197800.0,2020.0,Selangor,Lexus,Asian,2.0,5.0,12.195016753769698,12500.0,0
2021 Proton Exora 1.6 Premium MPV - CAR,"RM 33,999",Proton Exora,72500.0,Automatic,"Johor, Johor Bahru",33999.0,2021.0,Johor,Proton,Asian,1.6,4.0,10.4341158035983,18125.0,0
2022 Mercedes-Benz GLC300 2.0 4MATIC AMG Line SUV,"RM 189,000",Mercedes-Benz GLC300,92500.0,Automatic,"Johor, Johor Bahru",189000.0,2022.0,Johor,Mercedes-Benz,Continental,2.0,3.0,12.149507585033072,30833.333333333332,0
2021 Mazda CX-5 2.5 SKYACTIV-G High TC SUV,"RM 99,800",Mazda CX-5,67500.0,Automatic,"Johor, Johor Bahru",99800.0,2021.0,Johor,Mazda,Asian,2.5,4.0,11.510933482289435,16875.0,0
2022 Honda City 1.5 V Sensing Hatchback - LIKE NEW,"RM 69,400",Honda City,62500.0,Automatic,"Kuala Lumpur, Chan Sow Lin",69400.0,2022.0,Kuala Lumpur,Honda,Asian,1.5,3.0,11.147656555612986,20833.333333333332,0
2017 Honda City 1.5 S Sedan,"RM 41,400",Honda City,102500.0,Automatic,"Penang, Juru",41400.0,2017.0,Penang,Honda,Asian,1.5,8.0,10.63106031411106,12812.5,0
2023 Perodua Myvi 1.5 AV Hatchback,"RM 52,400",Perodua Myvi,27500.0,Automatic,"Penang, Juru",52400.0,2023.0,Penang,Perodua,Asian,1.5,2.0,10.866680954096502,13750.0,0
2014/2018 MINI Cooper 1.6 Hatchback,"RM 49,800",MINI Cooper,87500.0,Automatic,"Johor, Johor Bahru",49800.0,2014.0,Johor,MINI,Continental,1.6,11.0,10.815790343132422,7954.545454545455,0
2020 Perodua AXIA 1.0 GXtra Hatchback - KERETA JIMAT MINYAK MUDAH PARKING BULANAN DARI RM3XX (Loan sehingga 9 Tahun),"RM 30,900",Perodua AXIA,62500.0,Automatic,"Penang, Juru",30900.0,2020.0,Penang,Perodua,Asian,1.0,5.0,10.33854382482173,12500.0,0
"2020 Mazda 3 2.0 SKYACTIV-G High Sedan - KEMASAN PREMIUM PEMANDUAN DINAMIK BULANAN DARI RM9,XX (Pinjaman sehingga 9 Tahun)","RM 89,400",Mazda 3,107500.0,Automatic,"Penang, Juru",89400.0,2020.0,Penang,Mazda,Asian,2.0,5.0,11.400887146781372,21500.0,0
2019 Perodua Bezza 1.3 X Premium Sedan,"RM 33,400",Perodua Bezza,112500.0,Automatic,"Perak, Ipoh",33400.0,2019.0,Perak,Perodua,Asian,1.3,6.0,10.416341118636355,18750.0,0
2020 Perodua AXIA 1.0 Style Hatchback,"RM 32,800",Perodua AXIA,47500.0,Automatic,"Perak, Seri Manjong",32800.0,2020.0,Perak,Perodua,Asian,1.0,5.0,10.39821428171237,9500.0,0
2016 Honda Civic 1.5 TC Sedan,"RM 64,500",Honda Civic,102500.0,Automatic,"Negeri Sembilan, Seremban",64500.0,2016.0,Negeri Sembilan,Honda,Asian,1.5,9.0,11.07443600653965,11388.888888888889,0
2015 Mazda 2 1.5 SKYACTIV-G Sedan,"RM 33,900",Mazda 2,112500.0,Automatic,"Negeri Sembilan, Seremban",33900.0,2015.0,Negeri Sembilan,Mazda,Asian,1.5,10.0,10.431199791458543,11250.0,0
2013 Inokom Elantra 1.6 Sedan,"-3% RM 18,900",Inokom Elantra,140963.0,Automatic,"Selangor, Petaling Jaya",18900.0,2013.0,Selangor,Inokom,Asian,1.6,12.0,9.846970109700957,11746.916666666666,0
2022 Toyota Yaris 1.5 G Hatchback,"RM 66,900",Toyota Yaris,37500.0,Automatic,"Penang, Juru",66900.0,2022.0,Penang,Toyota,Asian,1.5,3.0,11.110969193687714,12500.0,0
2019 Perodua Myvi 1.5 H Hatchback - END OF YEAR SALE,"RM 39,400",Perodua Myvi,102500.0,Automatic,"Negeri Sembilan, Seremban",39400.0,2019.0,Negeri Sembilan,Perodua,Asian,1.5,6.0,10.5815464756746,17083.333333333332,0
2020 Perodua Aruz 1.5 X SUV,"RM 52,400",Perodua Aruz,87500.0,Automatic,"Sarawak, Kuching",52400.0,2020.0,Sarawak,Perodua,Asian,1.5,5.0,10.866680954096502,17500.0,0
2021 Perodua Alza 1.5 EZ MPV,"RM 39,500",Perodua Alza,102500.0,Automatic,"Sarawak, Kuching",39500.0,2021.0,Sarawak,Perodua,Asian,1.5,4.0,10.584081267024454,25625.0,0
2018 Honda Civic 1.5 TC-P Sedan - (A) 1 Year Premium Warranty,"RM 77,800",Honda Civic,67500.0,Automatic,"Penang, Ayer Itam",77800.0,2018.0,Penang,Honda,Asian,1.5,7.0,11.261909563554315,9642.857142857143,1
2013 Proton Inspira 2.0 Executive Sedan,"RM 27,900",Proton Inspira,139928.0,Automatic,"Selangor, Petaling Jaya",27900.0,2013.0,Selangor,Proton,Asian,2.0,12.0,10.236417809461043,11660.666666666666,0
2020 BMW 320i 2.0 Sport Sedan,"-8% RM 123,000",BMW 320i,85310.0,Automatic,"Selangor, Petaling Jaya",123000.0,2020.0,Selangor,BMW,Continental,2.0,5.0,11.719947764402807,17062.0,0
2015 MINI Countryman 1.6 Cooper SUV,"RM 52,800",MINI Countryman,67500.0,Automatic,"Johor, Johor Bahru",52800.0,2015.0,Johor,MINI,Continental,1.6,10.0,10.874285408908944,6750.0,0
2013 Honda City 1.5 E Sedan,"RM 23,800",Honda City,142500.0,Automatic,"Johor, Johor Bahru",23800.0,2013.0,Johor,Honda,Asian,1.5,12.0,10.077482875583607,11875.0,0
2006 Toyota Corolla Altis 1.8 G (Metallic) Sedan - NEW FACELIFT - tip-top condition - Save petrol - engine gear box transmission smooth -,"RM 12,800",Toyota Corolla Altis,142500.0,Automatic,"Kuala Lumpur, Setapak",12800.0,2006.0,Kuala Lumpur,Toyota,Asian,1.8,19.0,9.45727857185611,7500.0,0
2021 Land Rover Range Rover 3.0 P400 Vogue SE SUV - AUTOBIOGRAPHY (A) NEW FACELIFT PANAROMICE ROOF MERIDIAN SOUND SYSTEM AUTO SIDE STEP POWER BOOT,"RM 399,800",Land Rover Range Rover,47500.0,Automatic,"Kuala Lumpur, Setapak",399800.0,2021.0,Kuala Lumpur,Land Rover,Continental,3.0,4.0,12.898722202295934,11875.0,0
2015/2016 Mercedes-Benz S400 3.5 Hybrid Sedan - L,"RM 68,800",Mercedes-Benz S400,147500.0,Automatic,"Johor, Johor Bahru",68800.0,2015.0,Johor,Mercedes-Benz,Continental,3.5,10.0,11.138973558699526,14750.0,0
2017 Mercedes-Benz E350e 2.0 Exclusive Line Sedan,"RM 72,800",Mercedes-Benz E350e,67500.0,Automatic,"Johor, Johor Bahru",72800.0,2017.0,Johor,Mercedes-Benz,Continental,2.0,8.0,11.195484970354173,8437.5,0
2018 Mazda CX-5 2.0 SKYACTIV-G GLS SUV,"RM 69,800",Mazda CX-5,82500.0,Automatic,"Johor, Johor Bahru",69800.0,2018.0,Johor,Mazda,Asian,2.0,7.0,11.153403615295403,11785.714285714286,0
2020 Perodua Myvi 1.5 H Hatchback,"RM 34,800",Perodua Myvi,97500.0,Automatic,"Johor, Johor Bahru",34800.0,2020.0,Johor,Perodua,Asian,1.5,5.0,10.457401400981889,19500.0,0
2013/2016 Toyota Estima 2.4 Aeras MPV - 43K KM MILEAGE,"RM 68,800",Toyota Estima,42500.0,Automatic,"Johor, Johor Bahru",68800.0,2013.0,Johor,Toyota,Asian,2.4,12.0,11.138973558699526,3541.6666666666665,0
2019 Nissan Serena 2.0 S-Hybrid High-Way Star Premium MPV - GOOD CONDITION HARI RAYA OFFER,"RM 64,700",Nissan Serena,117500.0,Automatic,"Selangor, Puchong",64700.0,2019.0,Selangor,Nissan,Asian,2.0,6.0,11.07753193632009,19583.333333333332,0
2018 Toyota Harrier 2.0 Elegance SUV - 360 CAMERA POWER BOOT GENUINE MILEAGE WITH FULL SERVICE RECORD ACCIDENT FLOOD FREE CERTIFIED,"RM 91,800",Toyota Harrier,107500.0,Automatic,"Kuala Lumpur, Setapak",91800.0,2018.0,Kuala Lumpur,Toyota,Asian,2.0,7.0,11.427378469795439,15357.142857142857,0
2010 Perodua Alza 1.5 EZi MPV,"RM 18,800",Perodua Alza,142500.0,Automatic,"Johor, Johor Bahru",18800.0,2010.0,Johor,Perodua,Asian,1.5,15.0,9.841665338892785,9500.0,0
2023/2024 Ford Ranger 2.0 Wildtrak Dual Cab Pickup - GENUINE 22K KM MILEAGE ONLY UNDER WARRANTY UNTIL 2029 WITH FULL SERVICE RECORD 360 CAMERA BSM,"RM 125,500",Ford Ranger,22500.0,Automatic,"Kuala Lumpur, Setapak",125500.0,2023.0,Kuala Lumpur,Ford,Continental,2.0,2.0,11.74006900564972,11250.0,1
2011 Honda Accord 2.0 VTi-L Sedan,"RM 23,800",Honda Accord,167500.0,Automatic,"Johor, Johor Bahru",23800.0,2011.0,Johor,Honda,Asian,2.0,14.0,10.077482875583607,11964.285714285714,0
2018 Toyota Innova 2.0 X MPV - GENUINE 45K KM MILEAGE ONLY FULL SERVICE RECORD AT SERVICE CENTRE ACCIDENT FLOOD FREE CERTIFIED CAR KING,"RM 74,800",Toyota Innova,47500.0,Automatic,"Kuala Lumpur, Setapak",74800.0,2018.0,Kuala Lumpur,Toyota,Asian,2.0,7.0,11.222586532857163,6785.714285714285,0
2018 Honda Accord 2.4 VTi-L Advance Sedan,"RM 64,800",Honda Accord,87500.0,Automatic,"Johor, Johor Bahru",64800.0,2018.0,Johor,Honda,Asian,2.4,7.0,11.079076314320059,12500.0,0
2018 Honda Civic 1.5 TC-P Sedan - ROBOTECH BODYKIT,"RM 78,800",Honda Civic,72500.0,Automatic,"Johor, Johor Bahru",78800.0,2018.0,Johor,Honda,Asian,1.5,7.0,11.274680966120778,10357.142857142857,0
2015/2016 Mercedes-Benz E250 2.0 AMG Sport Package Sedan,"RM 68,800",Mercedes-Benz E250,82500.0,Automatic,"Johor, Johor Bahru",68800.0,2015.0,Johor,Mercedes-Benz,Continental,2.0,10.0,11.138973558699526,8250.0,0
2018 BMW 530i 2.0 M Sport Sedan,"RM 123,800",BMW 530i,82500.0,Automatic,"Johor, Johor Bahru",123800.0,2018.0,Johor,BMW,Continental,2.0,7.0,11.726430716744437,11785.714285714286,0
2019 Perodua Myvi 1.3 X Hatchback - (A) TIP TOP CONDITION,"RM 29,700",Perodua Myvi,57500.0,Automatic,"Selangor, Puchong",29700.0,2019.0,Selangor,Perodua,Asian,1.3,6.0,10.298935994257638,9583.333333333334,0
2019 Mercedes-Benz A200 1.3 Progressive Line Sedan - BREMBO GT6 6 POT,"RM 126,800",Mercedes-Benz A200,67500.0,Automatic,"Johor, Johor Bahru",126800.0,2019.0,Johor,Mercedes-Benz,Continental,1.3,6.0,11.750374207389497,11250.0,0
2020 Mercedes-Benz GLC300 2.0 4MATIC AMG Line SUV,"RM 169,800",Mercedes-Benz GLC300,57500.0,Automatic,"Johor, Johor Bahru",169800.0,2020.0,Johor,Mercedes-Benz,Continental,2.0,5.0,12.04238244212355,11500.0,0
2012 Proton Exora 1.6 Bold CFE Premium MPV - FULL SPEC ORIGINAL PAINT ORIGINAL CONDITION WELCOME CASH BUYER,"RM 10,800",Proton Exora,162500.0,Automatic,"Kuala Lumpur, Cheras",10800.0,2012.0,Kuala Lumpur,Proton,Asian,1.6,13.0,9.287394001418473,12500.0,0
2014/2018 Toyota Vellfire 2.4 Z Golden Eyes MPV,"RM 81,800",Toyota Vellfire,92500.0,Automatic,"Johor, Johor Bahru",81800.0,2014.0,Johor,Toyota,Asian,2.4,11.0,11.31204474745499,8409.09090909091,0
2014 Porsche Macan 3.0 S SUV - V6,"RM 125,800",Porsche Macan,92500.0,Automatic,"Johor, Johor Bahru",125800.0,2014.0,Johor,Porsche,Continental,3.0,11.0,11.74245657234248,8409.09090909091,0
2019 Toyota Camry 2.5 V Sedan - MODELISTA BODYKIT,"RM 108,800",Toyota Camry,72500.0,Automatic,"Johor, Johor Bahru",108800.0,2019.0,Johor,Toyota,Asian,2.5,6.0,11.597275804538212,12083.333333333334,0
2020 Honda City 1.5 V Sedan - ORIGINAL PAINT ORIGINAL MILEAGE FULL SERVICE RECORD CAR KING CONDITION,"RM 56,800",Honda City,72500.0,Automatic,"Kuala Lumpur, Cheras",56800.0,2020.0,Kuala Lumpur,Honda,Asian,1.5,5.0,10.947309210188068,14500.0,0
2019 Proton X70 1.8 Premium SUV - (A) CAR KING,"RM 39,700",Proton X70,97500.0,Automatic,"Selangor, Puchong",39700.0,2019.0,Selangor,Proton,Asian,1.8,6.0,10.589131655274922,16250.0,0
2021 Mercedes-Benz GLC300 2.0 4MATIC AMG Line Coupe - 4MATIC (local),"RM 200,000",Mercedes-Benz GLC300,127500.0,Automatic,"Selangor, Klang",200000.0,2021.0,Selangor,Mercedes-Benz,Continental,2.0,4.0,12.206077645517674,31875.0,0
