Description,List_Price,Model,Mileage,Gear_Type,Location,Price,Year,State,Brand,Origin,Engine_L,Car_Age,Log_Price,Annual_Mileage,Has_Warranty
2021 Proton X50 1.5 Flagship SUV - (A) Full Serv U-Wty,"RM 58,800",Proton X50,87500.0,Automatic,"Kuala Lumpur, Cheras",58800.0,2021.0,Kuala Lumpur,Proton,Asian,1.5,4.0,10.981914140544825,21875.0,0
2019 Proton Persona 1.6 Standard Sedan - Facelift (A) High Grade Low Km,"RM 21,800",Proton Persona,67500.0,Automatic,"Kuala Lumpur, Cheras",21800.0,2019.0,Kuala Lumpur,Proton,Asian,1.6,6.0,9.989711119284745,11250.0,0
2016 Perodua Bezza 1.3 Advance Sedan - AV (A) Full Spec Premium Leather,"RM 23,800",Perodua Bezza,97500.0,Automatic,"Kuala Lumpur, Cheras",23800.0,2016.0,Kuala Lumpur,Perodua,Asian,1.3,9.0,10.077482875583607,10833.333333333334,0
2014 Mercedes-Benz E200 2.0 Avantgarde Sedan - 7 speed CAR KING. LOAN ARRANGED.,"RM 43,800",Mercedes-Benz E200,112500.0,Automatic,"Kuala Lumpur, Cheras",43800.0,2014.0,Kuala Lumpur,Mercedes-Benz,Continental,2.0,11.0,10.687411927154141,10227.272727272728,0
2023 Toyota Corolla Cross 1.8 Hybrid SUV - Full Spec Macam Baru,"RM 86,800",Toyota Corolla Cross,47500.0,Automatic,"Perak, Sitiawan",86800.0,2023.0,Perak,Toyota,Asian,1.8,2.0,11.371373421319406,23750.0,0
"2020 Mercedes-Benz C200 2.0 AMG Line Sedan - FACELIFT,CKD,GENUINE MIL 93K KM,FULL SERVICE RECORD-FULLY MAINTAINED BY MERC BENZ,NO FLOODED ACCIDENT,BUY DRIVE","RM 116,800",Mercedes-Benz C200,92500.0,Automatic,"Selangor, Subang Jaya",116800.0,2020.0,Selangor,Mercedes-Benz,Continental,2.0,5.0,11.66822691098345,18500.0,0
2020/2024 Mercedes-Benz E350 2.0 AMG Line Coupe - UK SPEC 45K KM ONLY BURMESTER SOUND SYSTEM NO FLOODED NO ACCIDENT PREMIUM EWP WRRNTY TILL OCT 2027 LIKE NEW,"RM 195,800",Mercedes-Benz E350,42500.0,Automatic,"Selangor, Subang Jaya",195800.0,2020.0,Selangor,Mercedes-Benz,Continental,2.0,5.0,12.184854116317803,8500.0,0
2011/2015 Mercedes-Benz C180 1.8 CGI Sedan - very tiptop. Loan Arranged,"RM 25,800",Mercedes-Benz C180,132500.0,Automatic,"Kuala Lumpur, Cheras",25800.0,2011.0,Kuala Lumpur,Mercedes-Benz,Continental,1.8,14.0,10.158168529848494,9464.285714285714,0
2022 Perodua Ativa 1.0 AV (Special Metallic) SUV,"RM 57,400",Perodua Ativa,62500.0,Automatic,"Kelantan, Kota Bharu",57400.0,2022.0,Kelantan,Perodua,Asian,1.0,3.0,10.957817003758691,20833.333333333332,0
2020 Honda HR-V 1.5 Hybrid SUV - CR-V,"RM 101,400",Honda HR-V,52500.0,Automatic,"Perak, Ipoh",101400.0,2020.0,Perak,Honda,Asian,1.5,5.0,11.52683823202353,10500.0,0
2019 Nissan Serena 2.0 S-Hybrid High-Way Star J Impul MPV - ORI J-Impul Macam Baru,"RM 76,800",Nissan Serena,87500.0,Automatic,"Perak, Sitiawan",76800.0,2019.0,Perak,Nissan,Asian,2.0,6.0,11.248972939884327,14583.333333333334,0
2025 Peugeot 2008 1.2 Allure SUV - (Auto) Modern Compact DEMO UNIT NEW CAR INTEREST,"-4% RM 82,900",Peugeot 2008,33.0,Automatic,"Johor, Skudai",82900.0,2025.0,Johor,Peugeot,Continental,1.2,0.0,11.325402403776808,33.0,0
2011 Toyota Avanza 1.5 E MPV,"-13% RM 19,800",Toyota Avanza,223479.0,Automatic,"Kuala Lumpur, Setiawangsa",19800.0,2011.0,Kuala Lumpur,Toyota,Asian,1.5,14.0,9.893487720457795,15962.785714285714,0
2018 Toyota Vellfire 3.5 ZG MPV - JBL direct owner,"-15% RM 159,000",Toyota Vellfire,72500.0,Automatic,"Kuala Lumpur, Kuchai Lama",159000.0,2018.0,Kuala Lumpur,Toyota,Asian,3.5,7.0,11.976665770490767,10357.142857142857,0
2013 Proton Inspira 2.0 Premium Sedan,"-2% RM 29,900",Proton Inspira,83453.0,Automatic,"Kuala Lumpur, Setiawangsa",29900.0,2013.0,Kuala Lumpur,Proton,Asian,2.0,12.0,10.305647203635566,6954.416666666667,0
2023 Porsche Cayenne 3.0 SUV - 17k km new facelift model,"RM 498,000",Porsche Cayenne,12500.0,Automatic,"Selangor, Shah Alam",498000.0,2023.0,Selangor,Porsche,Continental,3.0,2.0,13.118357364036902,6250.0,0
2022 Honda HR-V 1.5 S SUV - F Service Macam Baru,"RM 81,800",Honda HR-V,52500.0,Automatic,"Perak, Sitiawan",81800.0,2022.0,Perak,Honda,Asian,1.5,3.0,11.31204474745499,17500.0,0
2019 Volvo XC40 2.0 T5 R-Design SUV - 1 Madam Owner Showroom Condition,"RM 85,333",Volvo XC40,77500.0,Automatic,"Selangor, Cheras",85333.0,2019.0,Selangor,Volvo,Continental,2.0,6.0,11.354328247263073,12916.666666666666,0
2017/2020 Mercedes-Benz CLA180 1.6 Sedan - ON THE ROAD TURBO,"RM 68,888",Mercedes-Benz CLA180,82500.0,Automatic,"Kuala Lumpur, Kepong",68888.0,2017.0,Kuala Lumpur,Mercedes-Benz,Continental,1.6,8.0,11.14025179258698,10312.5,0
2025 MG S5 EV LUX Long Range SUV - 0.0 EV Long Range Demo Unit Free Wall box Free 3m tinted,"RM 88,888",MG S5,1000.0,Automatic,"Kuala Lumpur, Chan Sow Lin",88888.0,2025.0,Kuala Lumpur,MG,Asian,0.0,0.0,11.395143679313064,1000.0,0
2022 BMW X4 2.0 xDrive30i M Sport Driving Assist Pack SUV - SUPER NICE CAR UNDER WARRANTY BY MALAYSIA,"RM 198,800",BMW X4,67500.0,Automatic,"Selangor, Kajang",198800.0,2022.0,Selangor,BMW,Continental,2.0,3.0,12.200059603373045,22500.0,1
2021 Nissan Navara 2.5 PRO-4X Dual Cab Pickup - PRO 4X 4WD (A)FREE 3Y WRRTY,"RM 83,800",Nissan Navara,72500.0,Automatic,"Selangor, Kajang",83800.0,2021.0,Selangor,Nissan,Asian,2.5,4.0,11.336200219573199,18125.0,0
2014 Mercedes-Benz AMG GLA45 2.0 4MATIC SUV,"RM 83,800",Mercedes-Benz AMG GLA45,87500.0,Automatic,"Kuala Lumpur, Cheras",83800.0,2014.0,Kuala Lumpur,Mercedes-Benz,Continental,2.0,11.0,11.336200219573199,7954.545454545455,0
2023 Isuzu D-Max 1.9 Auto Plus Dual Cab Pickup - AT PLUS UNDER WARRANTY TILL 2028,"RM 83,800",Isuzu D-Max,32500.0,Automatic,"Selangor, Kajang",83800.0,2023.0,Selangor,Isuzu,Asian,1.9,2.0,11.336200219573199,16250.0,1
2013 Volkswagen Beetle 1.2 TSI Coupe,"RM 35,800",Volkswagen Beetle,82500.0,Automatic,"Selangor, Kajang",35800.0,2013.0,Selangor,Volkswagen,Continental,1.2,12.0,10.485731104959568,6875.0,0
2010 Toyota Wish 1.8 S MPV - HIGH SPEC (A) F LOAN FREE WARRANTY,"RM 37,800",Toyota Wish,87500.0,Automatic,"Selangor, Kajang",37800.0,2010.0,Selangor,Toyota,Asian,1.8,15.0,10.540090836284206,5833.333333333333,1
2011 Toyota Wish 1.8 S MPV - HIGH SPEC (A) F OAN FREE WARRANTY,"RM 39,800",Toyota Wish,82500.0,Automatic,"Selangor, Kajang",39800.0,2011.0,Selangor,Toyota,Asian,1.8,14.0,10.591647316585027,5892.857142857143,1
"2020 BMW 330e 2.0 M Sport Sedan - 530e ((WARRANT FROM AUTO BRAVARIA UNTI 2026,)) ORY PAIN SUPER NICE CAR LOW MILEAGE ONLY 57KM","RM 113,800",BMW 330e,2500.0,Automatic,"Selangor, Kajang",113800.0,2020.0,Selangor,BMW,Continental,2.0,5.0,11.642206587981981,500.0,0
2020 BMW 530e 2.0 M Sport Sedan - UNDER WARANTY BY AUTOBAVARIA LOW MILLIGE PRIVIOUS OWNER VVIP CAR UNDER WARRANTY TILL 2025,"RM 109,800",BMW 530e,87500.0,Automatic,"Selangor, Kajang",109800.0,2020.0,Selangor,BMW,Continental,2.0,5.0,11.606424915484219,17500.0,1
2010 Toyota Land Cruiser 4.5 URJ202 SUV - 2012 LANDCRUISER V8 DIESEL 4WD,"RM 131,800",Toyota Land Cruiser,92500.0,Automatic,"Selangor, Kajang",131800.0,2010.0,Selangor,Toyota,Asian,4.5,15.0,11.789048488275174,6166.666666666667,0
"2020 BMW 530e 2.0 M Sport Sedan - UNDER WARANTY BY AUTOBAVARIA LOW MILLIGE PRIVIOUS OWNER VVIP CAR UNDER WARRANTY TILL 2025 , FREE SERVICE FAST LO","RM 109,800",BMW 530e,77500.0,Automatic,"Selangor, Kajang",109800.0,2020.0,Selangor,BMW,Continental,2.0,5.0,11.606424915484219,15500.0,1
2007 Mercedes-Benz S350L 3.5 SE Sedan - Mercedes Benz (CBU) (A) SUNROOF,"RM 17,800",Mercedes-Benz S350L,72500.0,Automatic,"Selangor, Kajang",17800.0,2007.0,Selangor,Mercedes-Benz,Continental,3.5,18.0,9.787009914477434,4027.777777777778,0
"2020 BMW 530e 2.0 M Sport Sedan - ((WARRANT FROM AUTO BRAVARIA UNTI 2026,)) ORY PAIN SUPER NICE CAR LOW MILEAGE ONLY 55KM","RM 112,800",BMW 530e,62500.0,Automatic,"Selangor, Kajang",112800.0,2020.0,Selangor,BMW,Continental,2.0,5.0,11.633380483255026,12500.0,0
2015 Nissan Almera 1.5 VL Sedan - FACELIFT (A),"RM 22,800",Nissan Almera,87500.0,Automatic,"Selangor, Kajang",22800.0,2015.0,Selangor,Nissan,Asian,1.5,10.0,10.034559673629849,8750.0,0
2017 Honda Civic 1.5 TC Sedan - FC (A) TYPE R BODYKIT P,"RM 68,800",Honda Civic,97500.0,Automatic,"Selangor, Kajang",68800.0,2017.0,Selangor,Honda,Asian,1.5,8.0,11.138973558699526,12187.5,0
2021 BMW X5 3.0 xDrive45e M Performance SUV - (New Car Condition) ( Premium Selection) VVIP OWNER SUPER NICE CAR DONT MISS (( FLS )),"RM 177,800",BMW X5,42500.0,Automatic,"Selangor, Kajang",177800.0,2021.0,Selangor,BMW,Continental,3.0,4.0,12.088420226343088,10625.0,0
2022 Toyota Hilux 2.4 Single Cab Pickup - (M) free warranty,"RM 88,800",Toyota Hilux,67500.0,Manual,"Selangor, Kajang",88800.0,2022.0,Selangor,Toyota,Asian,2.4,3.0,11.394153190178114,22500.0,1
2021 BMW X5 3.0 xDrive45e M Performance SUV - (New Car Condition) ( Premium Selection) VVIP OWNER SUPER NICE CAR DONT MISS (( FLS )),"RM 179,800",BMW X5,72500.0,Automatic,"Selangor, Kajang",179800.0,2021.0,Selangor,BMW,Continental,3.0,4.0,12.099605962739451,18125.0,0
2015 Mercedes-Benz S400L h 3.5 Sedan - Mercedes Benz S400 L HYBRID (CKD) (A),"RM 69,800",Mercedes-Benz S400L h,62500.0,Automatic,"Selangor, Kajang",69800.0,2015.0,Selangor,Mercedes-Benz,Continental,3.5,10.0,11.153403615295403,6250.0,0
2016 Honda Civic 1.8 S Sedan - FC i-VTEC(A) LEATHER SEAT,"RM 49,800",Honda Civic,92500.0,Automatic,"Selangor, Kajang",49800.0,2016.0,Selangor,Honda,Asian,1.8,9.0,10.815790343132422,10277.777777777777,0
2021 BMW X5 3.0 xDrive45e M Performance SUV - (New Car Condition) ( Premium Selection) VVIP OWNER SUPER NICE CAR DONT MISS (( FLS )),"RM 179,800",BMW X5,62500.0,Automatic,"Selangor, Kajang",179800.0,2021.0,Selangor,BMW,Continental,3.0,4.0,12.099605962739451,15625.0,0
2019 Toyota Hilux 2.4 L-Edition Dual Cab Pickup,"RM 81,800",Toyota Hilux,82500.0,Automatic,"Selangor, Kajang",81800.0,2019.0,Selangor,Toyota,Asian,2.4,6.0,11.31204474745499,13750.0,0
2021 BMW X5 3.0 xDrive45e M Performance SUV - (New Car Condition) ( Premium Selection) VVIP OWNER SUPER NICE CAR DONT MISS (( FLS )),"RM 178,800",BMW X5,52500.0,Automatic,"Selangor, Kajang",178800.0,2021.0,Selangor,BMW,Continental,3.0,4.0,12.094028734547074,13125.0,0
2018 Ford Ranger 2.2 Wildtrak High Rider Dual Cab Pickup - WILDTRAK T7 (A) 4X4 PICK UP,"RM 56,800",Ford Ranger,92500.0,Automatic,"Selangor, Kajang",56800.0,2018.0,Selangor,Ford,Continental,2.2,7.0,10.947309210188068,13214.285714285714,0
2021 BMW X5 3.0 xDrive45e M Performance SUV - (New Car Condition) ( Premium Selection) VVIP OWNER SUPER NICE CAR DONT MISS (( FLS )),"RM 178,800",BMW X5,47500.0,Automatic,"Selangor, Kajang",178800.0,2021.0,Selangor,BMW,Continental,3.0,4.0,12.094028734547074,11875.0,0
2019 Toyota Hilux 2.4 G Dual Cab Pickup - 4WD REVO (A) 4X4 PICK UP,"RM 74,800",Toyota Hilux,82500.0,Automatic,"Selangor, Kajang",74800.0,2019.0,Selangor,Toyota,Asian,2.4,6.0,11.222586532857163,13750.0,0
2011 Porsche Cayenne 4.8 S SUV,"RM 66,800",Porsche Cayenne,107500.0,Automatic,"Selangor, Kajang",66800.0,2011.0,Selangor,Porsche,Continental,4.8,14.0,11.109473329472568,7678.571428571428,0
2018 Toyota Alphard 3.5 Executive Lounge MPV - FACELIFT,"RM 162,800",Toyota Alphard,77500.0,Automatic,"Selangor, Kajang",162800.0,2018.0,Selangor,Toyota,Asian,3.5,7.0,12.000283875037855,11071.42857142857,0
2015 Ford Ranger 3.2 Wildtrak High Rider Dual Cab Pickup - WILDTRACK T6 (A) 4X4 4WD CBU,"RM 36,800",Ford Ranger,97500.0,Automatic,"Selangor, Kajang",36800.0,2015.0,Selangor,Ford,Continental,3.2,10.0,10.513280297700861,9750.0,0
2011 Toyota Fortuner 2.7 V SUV - (A) 7 SEATER,"RM 37,800",Toyota Fortuner,92500.0,Automatic,"Selangor, Kajang",37800.0,2011.0,Selangor,Toyota,Asian,2.7,14.0,10.540090836284206,6607.142857142857,0
2021 Toyota Hilux 2.8 Rogue Dual Cab Pickup - FACELIFT ROGUE (A) 4x4 4WD,"RM 99,800",Toyota Hilux,72500.0,Automatic,"Selangor, Kajang",99800.0,2021.0,Selangor,Toyota,Asian,2.8,4.0,11.510933482289435,18125.0,0
2022 Honda HR-V 1.5 V SUV - BR-V 7 SEATER 3YEARS WARRANTY,"RM 56,800",Honda HR-V,37500.0,Automatic,"Selangor, Kajang",56800.0,2022.0,Selangor,Honda,Asian,1.5,3.0,10.947309210188068,12500.0,1
2014 Mercedes-Benz S400L h 3.5 Sedan - Mercedes Benz S400 L H (A) MAYBACH BODYKIT,"RM 69,800",Mercedes-Benz S400L h,77500.0,Automatic,"Selangor, Kajang",69800.0,2014.0,Selangor,Mercedes-Benz,Continental,3.5,11.0,11.153403615295403,7045.454545454545,0
2017 Honda City 1.5 V Sedan - HIGH SPEC (A) EXCELLENT CONDITION EZ LOAB BANK,"RM 40,888",Honda City,77500.0,Automatic,"Johor, Johor Bahru",40888.0,2017.0,Johor,Honda,Asian,1.5,8.0,10.61861635720246,9687.5,0
2013 Mercedes-Benz CLA250 2.0 AMG Coupe - Mercedes Benz 4 MATIC (CBU),"RM 69,800",Mercedes-Benz CLA250,92500.0,Automatic,"Selangor, Kajang",69800.0,2013.0,Selangor,Mercedes-Benz,Continental,2.0,12.0,11.153403615295403,7708.333333333333,0
2016 Perodua Alza 1.5 Advance MPV - D AV FACELIFT (A) 3YRS WARRANTY,"RM 29,800",Perodua Alza,92500.0,Automatic,"Selangor, Kajang",29800.0,2016.0,Selangor,Perodua,Asian,1.5,9.0,10.30229722897745,10277.777777777777,1
2024 BMW M340i 3.0 M Sport Pro Sedan,"RM 318,000",BMW M340i,7500.0,Automatic,"Selangor, Petaling Jaya",318000.0,2024.0,Selangor,BMW,Continental,3.0,1.0,12.669809806411457,7500.0,0
2021 Volvo XC60 2.0 T5 Momentum SUV - super full spec Momentum Facelift Under Warranty 2027 Bower Wilkins Sound System 360FULL SERVICE RECORD BY,"RM 139,800",Volvo XC60,52500.0,Automatic,"Selangor, Kajang",139800.0,2021.0,Selangor,Volvo,Continental,2.0,4.0,11.847975261832087,13125.0,1
2019 Volvo XC60 2.0 T8 Twin Engine Inscription SUV - Facelift Under Warranty 2027 Bower Wilkins Sound System 360 Camera,"RM 99,800",Volvo XC60,122500.0,Automatic,"Selangor, Kajang",99800.0,2019.0,Selangor,Volvo,Continental,2.0,6.0,11.510933482289435,20416.666666666668,1
2021 BMW 530i 2.0 M Sport Sedan - SHAWDOW EDITION LIMITED 36 UNITS FULL SERVICE RECORD UNDER WARRANTY TILL 2026 M PERFORMANCE FULL KIT,"RM 165,800",BMW 530i,52500.0,Automatic,"Selangor, Seri Kembangan",165800.0,2021.0,Selangor,BMW,Continental,2.0,4.0,12.01854355302823,13125.0,1
2015/2020 Mercedes-Benz C180 1.6 AMG Sports Package Sedan - Reg 2020 MERCEDES BENZ JAPAN SPEC GENUINE LOW MIL 80K KM BLIND SPOT ASSIST LANE KEEPING ASSIST ACTIVE PARK ASSIST Buy Drive,"RM 61,500",Mercedes-Benz C180,82500.0,Automatic,"Selangor, Kajang",61500.0,2015.0,Selangor,Mercedes-Benz,Continental,1.6,10.0,11.026808713825016,8250.0,0
2021 Mercedes-Benz Vito 2.0 Tourer Select Van,"RM 208,800",Mercedes-Benz Vito,62500.0,Automatic,"Selangor, Kajang",208800.0,2021.0,Selangor,Mercedes-Benz,Continental,2.0,4.0,12.249136924251182,15625.0,0
2015 Mercedes-Benz E300 2.1 BlueTEC Sedan - Mercedes Benz W212 HYBRID CKD DIESEL,"RM 34,800",Mercedes-Benz E300,87500.0,Automatic,"Selangor, Kajang",34800.0,2015.0,Selangor,Mercedes-Benz,Continental,2.1,10.0,10.457401400981889,8750.0,0
2018 Toyota Innova 2.0 X MPV - FACELIFT (A) 7 SEATER SUV,"RM 64,800",Toyota Innova,77500.0,Automatic,"Selangor, Kajang",64800.0,2018.0,Selangor,Toyota,Asian,2.0,7.0,11.079076314320059,11071.42857142857,0
2018 Mazda CX-5 2.0 SKYACTIV-G GLS (Metallic) SUV - GLS FACELIFT (A) POWER BOOT,"RM 66,800",Mazda CX-5,82500.0,Automatic,"Selangor, Kajang",66800.0,2018.0,Selangor,Mazda,Asian,2.0,7.0,11.109473329472568,11785.714285714286,0
2018 Toyota Innova 2.0 X MPV - FACELIFT (A) 7 SEAT,"RM 64,800",Toyota Innova,72500.0,Automatic,"Selangor, Kajang",64800.0,2018.0,Selangor,Toyota,Asian,2.0,7.0,11.079076314320059,10357.142857142857,0
2010 Honda Civic 2.0 Type R Sedan - (M) CARBON FIBER BONET,"RM 104,800",Honda Civic,87500.0,Manual,"Selangor, Kajang",104800.0,2010.0,Selangor,Honda,Asian,2.0,15.0,11.559818592808288,5833.333333333333,0
2016 Perodua Myvi 1.3 G (Metallic) Hatchback - G FACELIFT (A) SE,"RM 23,800",Perodua Myvi,87500.0,Automatic,"Selangor, Kajang",23800.0,2016.0,Selangor,Perodua,Asian,1.3,9.0,10.077482875583607,9722.222222222223,0
2020 Nissan Serena 2.0 S-Hybrid High-Way Star Premium MPV - J IMPUL (A) FULL SERVICE RECORD,"RM 86,800",Nissan Serena,72500.0,Automatic,"Selangor, Kajang",86800.0,2020.0,Selangor,Nissan,Asian,2.0,5.0,11.371373421319406,14500.0,0
2015 Honda CR-V 2.4 SUV - 4WD FACELIFT (A) CRV AWD,"RM 40,800",Honda CR-V,82500.0,Automatic,"Selangor, Kajang",40800.0,2015.0,Selangor,Honda,Asian,2.4,10.0,10.616461869895815,8250.0,0
2016 BMW 320d 2.0 GT Luxury Line Hatchback - GT (A) B47 ENGINE NEW FACELIFT - FULL SERVICE RECORDS,"RM 62,800",BMW 320d,177500.0,Automatic,"Selangor, Petaling Jaya",62800.0,2016.0,Selangor,BMW,Continental,2.0,9.0,11.047726275896391,19722.222222222223,0
2018 Honda Civic 1.5 TC Sedan - P - PREMIUM FULL SERVICE RECORD,"RM 70,800",Honda Civic,92500.0,Automatic,"Selangor, Kajang",70800.0,2018.0,Selangor,Honda,Asian,1.5,7.0,11.167628403875849,13214.285714285714,0
2020 Proton X70 1.8 Premium SUV - (A) - P BOOT - FULL SERVICE RECORDS,"RM 47,800",Proton X70,102500.0,Automatic,"Selangor, Petaling Jaya",47800.0,2020.0,Selangor,Proton,Asian,1.8,5.0,10.774801838762809,20500.0,0
2017 Honda Accord 2.0 VTi-L Sedan - FACELIFT (A) 3YEARS WARRANTY,"RM 60,800",Honda Accord,77500.0,Automatic,"Selangor, Kajang",60800.0,2017.0,Selangor,Honda,Asian,2.0,8.0,11.015361515187424,9687.5,1
2016 Nissan X-Trail 2.5 4X4 SUV - (A) AWD - 7 SEATERS - ONE OWNER SINCE NEW,"RM 34,800",Nissan X-Trail,137500.0,Automatic,"Selangor, Petaling Jaya",34800.0,2016.0,Selangor,Nissan,Asian,2.5,9.0,10.457401400981889,15277.777777777777,0
2015 Nissan Serena 2.0 S-Hybrid High-Way Star Premium MPV - S-HYBRID HWS PREMIUM,"RM 37,800",Nissan Serena,82500.0,Automatic,"Selangor, Kajang",37800.0,2015.0,Selangor,Nissan,Asian,2.0,10.0,10.540090836284206,8250.0,0
2015 BMW 528i 2.0 M Sport Sedan - (A) - 1 Owner since new - Loan up to 6 yrs,"RM 59,800",BMW 528i,167500.0,Automatic,"Selangor, Petaling Jaya",59800.0,2015.0,Selangor,BMW,Continental,2.0,10.0,10.998777662206932,16750.0,0
2023 Perodua Myvi 1.5 AV Hatchback - ADVANCE (A) FULL SERVICE RECORD,"RM 45,800",Perodua Myvi,42500.0,Automatic,"Selangor, Kajang",45800.0,2023.0,Selangor,Perodua,Asian,1.5,2.0,10.732061203925053,21250.0,0
2015 Honda CR-V 2.0 SUV - I-VTEC (A) Facelift - Loan up to 6 Yrs,"RM 37,800",Honda CR-V,132500.0,Automatic,"Selangor, Petaling Jaya",37800.0,2015.0,Selangor,Honda,Asian,2.0,10.0,10.540090836284206,13250.0,0
2016 Honda Jazz 1.5 E Hatchback - V (A) 3YERAS WARRANTY,"RM 39,800",Honda Jazz,62500.0,Automatic,"Selangor, Kajang",39800.0,2016.0,Selangor,Honda,Asian,1.5,9.0,10.591647316585027,6944.444444444444,1
2017 Toyota Innova 2.0 G MPV - FACELIFT (A) 3YRS WARRANTY,"RM 56,800",Toyota Innova,72500.0,Automatic,"Selangor, Kajang",56800.0,2017.0,Selangor,Toyota,Asian,2.0,8.0,10.947309210188068,9062.5,1
2022 Perodua Ativa 1.0 AV SUV - Full Spec Macam Baru,"RM 51,800",Perodua Ativa,62500.0,Automatic,"Perak, Sitiawan",51800.0,2022.0,Perak,Perodua,Asian,1.0,3.0,10.85516473308054,20833.333333333332,0
2017 Mazda CX-5 2.5 SKYACTIV-G GLS (Metallic) SUV - 2.0 HIGH SPEC F LIFT CX5 2WD,"RM 64,800",Mazda CX-5,82500.0,Automatic,"Selangor, Kajang",64800.0,2017.0,Selangor,Mazda,Asian,2.5,8.0,11.079076314320059,10312.5,0
2020 Honda Accord 1.5 TC-P Sedan - Full Service Record,"RM 105,800",Honda Accord,67500.0,Automatic,"Selangor, Kajang",105800.0,2020.0,Selangor,Honda,Asian,1.5,5.0,11.569315250157509,13500.0,0
2019 Perodua Aruz 1.5 AV SUV - ADVANCE FREE 3YRS WARRANTY,"RM 42,800",Perodua Aruz,72500.0,Automatic,"Selangor, Kajang",42800.0,2019.0,Selangor,Perodua,Asian,1.5,6.0,10.664316745782925,12083.333333333334,1
2017 Mercedes-Benz GLA200 1.6 SUV,"RM 66,800",Mercedes-Benz GLA200,92500.0,Automatic,"Selangor, Kajang",66800.0,2017.0,Selangor,Mercedes-Benz,Continental,1.6,8.0,11.109473329472568,11562.5,0
2018 Honda HR-V 1.8 E SUV - V S (A) 3YEARS WARRANTY,"RM 48,800",Honda HR-V,87500.0,Automatic,"Selangor, Kajang",48800.0,2018.0,Selangor,Honda,Asian,1.8,7.0,10.795506083434564,12500.0,1
2012 Mercedes-Benz C250 1.8 AMG Sports Package Coupe - Just Serviced,"RM 53,888",Mercedes-Benz C250,152500.0,Automatic,"Selangor, Petaling Jaya",53888.0,2012.0,Selangor,Mercedes-Benz,Continental,1.8,13.0,10.894681654436946,11730.76923076923,0
2018 MINI Countryman 2.0 John Cooper Works SUV - ALL4 HARMAN KARDON LOCAL CBU UNIT REAL JCW,"RM 129,800",MINI Countryman,92500.0,Automatic,"Selangor, Seri Kembangan",129800.0,2018.0,Selangor,MINI,Continental,2.0,7.0,11.773757787382696,13214.285714285714,0
2014 Nissan Almera 1.5 E Sedan - (A) 2-Years Warranty,"RM 15,800",Nissan Almera,92500.0,Automatic,"Perak, Sitiawan",15800.0,2014.0,Perak,Nissan,Asian,1.5,11.0,9.6678285081515,8409.09090909091,1
2017 Volvo XC90 2.0 T8 Twin Engine SUV - T8 INSCRIPTION FULL SERVICE RECORD UNDER HYBRID WARRANTY 7 SEATER PREMIUM FAMILY LOW MILEAGE 66K,"RM 92,800",Volvo XC90,67500.0,Automatic,"Selangor, Seri Kembangan",92800.0,2017.0,Selangor,Volvo,Continental,2.0,8.0,11.438212694578302,8437.5,1
2019 Mercedes-Benz C200 1.5 Avantgarde Sedan - FACELIFT MODEL APPLE CARPLAY ORIGINAL RECORDER CAM DIGITAL PANEL,"RM 109,800",Mercedes-Benz C200,72500.0,Automatic,"Selangor, Seri Kembangan",109800.0,2019.0,Selangor,Mercedes-Benz,Continental,1.5,6.0,11.606424915484219,12083.333333333334,0
2021 BMW X4 2.0 xDrive30i M Sport SUV - LOW MILEAGE HARMON KARDON PREMIUM SOUND SYSTEM,"RM 169,999",BMW X4,62500.0,Automatic,"Kuala Lumpur, Old Klang Road",169999.0,2021.0,Kuala Lumpur,BMW,Continental,2.0,4.0,12.043553716032399,15625.0,0
2018 MINI Countryman 2.0 Cooper S SUV - JCW LINE,"RM 92,800",MINI Countryman,87500.0,Automatic,"Kuala Lumpur, Cheras",92800.0,2018.0,Kuala Lumpur,MINI,Continental,2.0,7.0,11.438212694578302,12500.0,0
2014 Hyundai Elantra 1.6 Sport Sedan - (A) TRUE YEAR GLS VERSION,"RM 18,800",Hyundai Elantra,152500.0,Automatic,"Selangor, Puchong",18800.0,2014.0,Selangor,Hyundai,Asian,1.6,11.0,9.841665338892785,13863.636363636364,0
2025 Perodua Myvi 1.5 AV Hatchback - PROMO SIAP OTR MILEAGE 4K SHJ FULL SERVICE REKOD ONE LA OWNER LIKE BRAND NEW,"RM 52,988",Perodua Myvi,2500.0,Automatic,"Selangor, Ampang",52988.0,2025.0,Selangor,Perodua,Asian,1.5,0.0,10.877839623823553,2500.0,0
2013 Subaru XV 2.0 Crosstrek SUV - 4X4 PROMO SIAP OTR FULL SERVICE REKOD ORIGINAL MILEAGE ORIGINAL PAINT RARE CONDITION,"RM 19,988",Subaru XV,127500.0,Automatic,"Kuala Lumpur, Jln Ampang",19988.0,2013.0,Kuala Lumpur,Subaru,Asian,2.0,12.0,9.902937401230647,10625.0,0
2020 Isuzu D-Max 1.9 Premium Dual Cab 4x4 Pickup - Truck,"-1% RM 80,000",Isuzu D-Max,103402.0,Automatic,"Kuala Lumpur, Setiawangsa",80000.0,2020.0,Kuala Lumpur,Isuzu,Asian,1.9,5.0,11.289794413577894,20680.4,0
